sr_no,date_dd/mm/yyyy,startup_name,industry_vertical,subvertical,city_location,investors_name,investmentntype,amount_in_usd,remarks,year,funding_category
2217,2015-06-11,Spareshub,Online Vehicle Spare Parts Etailer,,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,4200000.0,Pre-Series A,2015.0,Medium
2218,2015-06-11,Explara,Event Ticketing Platform,,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,4200000.0,Pre-Series A,2015.0,Medium
2219,2015-06-11,Soothe Healthcare,Affordable Personal Healthcare Products,,Noida,Saina Nehwal,Seed Funding,4200000.0,2nd seed funding,2015.0,Medium
2220,2015-06-11,Yuvi Hospitality,Premium Dining Lounges & Restaurants,,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,4200000.0,Series A,2015.0,Medium
2221,2015-09-11,Appvirality,Mobile Growth Hacking\\Nplatform,,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,4200000.0,Pre-Series A,2015.0,Medium
2222,2015-09-11,Istar Skill Development,Skill Training Startup,,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,4200000.0,Series A,2015.0,Medium
2223,2015-09-11,Bigstylist.Com,Beauty And Wellness Marketplace,,Mumbai,Info Edge,Private Equity,4200000.0,Pre-Series A,2015.0,Medium
2224,2015-09-11,Zilingo,Marketplace App For Bangkok,,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,4200000.0,Series A,2015.0,Medium
2225,2015-09-11,Didi,On-Demand Maids Service Provider,,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,4200000.0,,2015.0,Medium
2226,2015-09-11,Skoov.Com,Ecommerce Product Search Engine,,Mumbai,undisclosed investor,Seed Funding,4200000.0,,2015.0,Medium
2227,2015-10-11,Chefs Basket,Ready To Cook Packaged Foods,,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,4200000.0,Series A,2015.0,Medium
2228,2015-11-11,Gingercrush,Product Customization Platform,,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,4200000.0,,2015.0,Medium
2229,2015-11-11,Delight Foods,Branded Food Products Online Sales,,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,4200000.0,Series A,2015.0,Medium
2230,2015-11-11,6Degree,Talent Platform For Fashion Professionals,,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,4200000.0,,2015.0,Medium
2231,2015-11-11,Renewbuy,Auto Insurance Online Platform,,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,4200000.0,,2015.0,Medium
2232,2015-11-11,Grab,Hyperlocal Logistics Service Provider,,Mumbai,Sixth Sense Ventures,Seed Funding,4200000.0,,2015.0,Medium
2233,2015-12-11,Hitwicket,Cricket Management Mobile Game,,Hyderabad,Chennai Angels,Seed Funding,4200000.0,,2015.0,Medium
2234,,Flashdoor,On Demand Laundry Service Platform,,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,4200000.0,,,Medium
2235,,Cashkaro.Com,Ecommerce Discount & Cashback Coupons Platform,,Gurgaon,Kalaari Capital,Private Equity,4200000.0,Series A,,Medium
2236,,Absentia,Virtual Reality Headset Creator,,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,4200000.0,,,Medium
2237,,Renowala,Home Improvement Service Platform,,Hyderabad,Logtally,Seed Funding,4200000.0,,,Medium
2238,,Taskbucks,Mobile-Only Tasks Marketplace,,New Delhi,Times Internet,Private Equity,4200000.0,Strategic Investment,,Medium
2239,,Craftsvilla,Women Ethnic Wear\\Xc2\\Xa0 Online Marketplace,,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,4200000.0,Series C,,Medium
2240,,Julia Computing,Numerical Computing & Data Science Platform,,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,4200000.0,,,Medium
2241,,Styletag,Designer Fashion Jewellery Marketplace,,Bangalore,Jitu Virwani,Seed Funding,4200000.0,,,Medium
2242,,Smytten,Online Products Discovery Platform,,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,4200000.0,,,Medium
2243,,Bibox,Kids Tool Kit For Innovation Platform,,Bangalore,Ravi Krishnamurthy,Seed Funding,4200000.0,,,Medium
2244,,Convegenius,Mobile Learning Solutions,,Noida / Singapore,Enablers platform,Seed Funding,4200000.0,,,Medium
2245,,Ola,Car Aggregator & Retail Mobile App,,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,4200000.0,Series F ( More Details Here),,Medium
2246,,Goodbox,Conversational Commerce Mobile App,,Bangalore,Nexus Venture Partners,Private Equity,4200000.0,Series A,,Medium
2247,,Scoopwhoop,Viral Content Web Platform,,New Delhi,Kalaari Capital,Private Equity,4200000.0,Series A,,Medium
2248,,Hipship,Express Local Delivery Platform,,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,4200000.0,,,Medium
2249,,Pickrr,On-Demand Local Logistics Provider,,New Delhi,Palaash Ventures,Seed Funding,4200000.0,,,Medium
2250,,Truelancer,Curated Freelancer Marketplace,,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,4200000.0,,,Medium
2251,,Aha Taxis,Online Taxi Rental Platform,,Noida,ah! Ventures,Seed Funding,4200000.0,,,Medium
2252,,Urbanclap,Mobile Services Marketplace,,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,4200000.0,Series B,,Medium
2253,,Sensegiz,Smartwatch Maker,,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,4200000.0,,,Medium
2254,,Placeoforigin,Online Gourmet Food Marketplace,,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,4200000.0,,,Medium
2255,,Fourseven,Online Jewellery Etailer,,New Delhi,Indian Angel Network,Seed Funding,4200000.0,,,Medium
2256,,Mindtickle,Sales & Productivity Software,,Pune / Us,New Enterprise Associates,Private Equity,4200000.0,Series A,,Medium
2257,,Shopsense,Ecommerce Related Software Product Platform,,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,4200000.0,Pre-Series A,,Medium
2258,,Medinfi,Health-Tech Platform,,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,4200000.0,,,Medium
2259,,Ouwt,Nightlife Discovery Mobile App,,Mumbai,Undisclosed investors,Seed Funding,4200000.0,,,Medium
2260,,Heypillow,Online Real Estate Marketplace,,Bangalore,Hampton Capital,Private Equity,4200000.0,Series A,,Medium
2261,,Healers At Home,"Home Healthcare Services Platform,",,New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,4200000.0,,,Medium
2262,,Caravan Craft,Indian Ethnic Crafts Etailer,,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,4200000.0,Series A,,Medium
2263,,Talkoot,Social Platform For Traders And Investors,,Bangalore,Undisclosed investors,Seed Funding,4200000.0,,,Medium
2264,,Rentomojo,"Online Furniture, Home Appliances Rental Platform",,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,4200000.0,Series A,,Medium
2265,,Medikoe,Healthcare Services Discovery Platform,,Bangalore,Anil Menon,Seed Funding,4200000.0,,,Medium
2266,,Stylofie,Health And Beauty Services Marketplace,,Gurgaon,Swastika,Seed Funding,4200000.0,,,Medium
2267,,Servx,Automotive Services Platform,,New Delhi,Manish Gupta,Seed Funding,4200000.0,,,Medium
2268,,Naaptol,Online And Tv Shopping Marketplace,,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,4200000.0,Late Stage,,Medium
2269,,Crayon Data,Big Data Analytics Platform,,Chennai/ Singapore,Ratan Tata,Private Equity,4200000.0,,,Medium
2270,,Earlysalary.Com,Mobile App Based Loan Disbursement Platform,,Mumbai,Ashok Agarwal,Seed Funding,4200000.0,,,Medium
2271,,Tooler,On Demand Laundry Services App,,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,4200000.0,,,Medium
2272,,S Chand,Education Content Provider,,New Delhi,IFC Everstone Group,Private Equity,4200000.0,,,Medium
2273,,Stelae,Content Management Software Solutions,,Chennai,Earlsfield Capital,Private Equity,4200000.0,Pre-Series A,,Medium
2274,,Goqii,Fitness Tracking Management Solutions,,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,4200000.0,Series B,,Medium
2275,,Grofers,Hyper-Local Grocery Delivery Platform,,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,4200000.0,Late Stage,,Medium
2276,,Pluss,Hyperlocal Healthcare Product Delivery Service Provider,,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,4200000.0,Pre-Series A,,Medium
2277,,Kountmoney,Online Lending Marketplace,,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,4200000.0,,,Medium
2278,,Stayglad,On Demand Beauty Services Platform,,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,4200000.0,Series A,,Medium
2279,,Justride,Self Driven Rental Car Platform,,Mumbai,Undisclosed,Private Equity,4200000.0,Pre-Series A bridge round,,Medium
2280,,Fastudent,Education Content Etailer,,Noida,Ashish Gupta,Seed Funding,4200000.0,,,Medium
2281,,Learnon,Clud Based Learning Platform,,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,4200000.0,,,Medium
2282,,Talentrack,Talent Exchange & Talent Services Marketplace,,New Delhi,Unigrowth Inc,Seed Funding,4200000.0,,,Medium
2283,,M-Taxi,Two-Wheeler Taxi Service,,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,4200000.0,,,Medium
2284,,Baxi,Two-Wheeler Taxi Service,,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,4200000.0,,,Medium
2285,,Superhero Brands,Character Merchandize Sales Platform,,Mumbai,DSG Consumer Partners,Seed Funding,4200000.0,,,Medium
2286,,Momagic,Mobile Application Developer,,New Delhi,FIH Mobile Ltd,Private Equity,4200000.0,Strategic Investment,,Medium
2287,,Qikpod,Ecommerce Delivery Locker Services,,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,4200000.0,Series A,,Medium
2288,,Butterfly Interactive,Extra Curricular Activities Marketplace App,,New Delhi,Undisclosed investors,Seed Funding,4200000.0,,,Medium
2289,,Bro4U,Hyperlocal Online Home Services Provider,,Bangalore,Sargod Ventures,Seed Funding,4200000.0,,,Medium
2290,2015-01-10,Indifi,Easy Business Loans Platform,,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,4200000.0,,2015.0,Medium
2291,2015-01-10,Wydr,Performance Based Wholesale Marketplace,,New Delhi,Sandeep Aggarwal,Seed Funding,4200000.0,,2015.0,Medium
2292,2015-01-10,Easyfix,Professional Services Marketplace,,Gurgaon,Axilor Ventures,Seed Funding,4200000.0,,2015.0,Medium
2293,2015-01-10,Muvizz,Movie-On-Demand Platform,,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,4200000.0,,2015.0,Medium
2294,2015-01-10,Abhibus,Us Ticketing And Fleet Management Platform,,Hyderabad,Paytm (One97 communications),Private Equity,4200000.0,Strategic Investment,2015.0,Medium
2295,2015-01-10,Cleartax,Online Income Tax Filing Platform,,New Delhi,Paytm (One97 communications),Private Equity,4200000.0,,2015.0,Medium
2296,2015-02-10,Shopalyst,Product Discovery & Recommendation Platform,,Bangalore,Kalaari Capital,Private Equity,4200000.0,Series A,2015.0,Medium
2297,2015-03-10,Chillr,Mobile Payments App,,Mumbai,Sequoia Capital,Private Equity,4200000.0,Series A,2015.0,Medium
2298,2015-05-10,Nykaa,Beauty & Wellness Products E-Tailer,,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,4200000.0,Series B,2015.0,Medium
2299,2015-05-10,Voylla,Fashion Jewelry And Accessories E-Tailer,,Jaipur,Peepul Capital,Private Equity,4200000.0,Series B,2015.0,Medium
2300,2015-05-10,Indialends,Online Consumer Lending Platform,,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,4200000.0,Pre-Series A Bridge round,2015.0,Medium
2301,2015-05-10,Rock N Shop,Premium Apparel Shopping Portal,,New Delhi,High Networth Individuals (undisclosed),Seed Funding,4200000.0,,2015.0,Medium
2302,2015-06-10,Docplexus,Exclusive Platform For Doctors & Healthcare Professionals,,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,4200000.0,,2015.0,Medium
2303,2015-06-10,Workindia,Job Board,,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,4200000.0,Pre-Series A,2015.0,Medium
2304,2015-06-10,Sportzvillage,Sports Management & Physical Education Business,,Bangalore,Gaja Capital Private Equity Fund,Private Equity,4200000.0,Series B,2015.0,Medium
2305,2015-06-10,Sportybeans,Multi-Sport Program For Preschoolers,,Pune,YouWeCan Ventures,Seed Funding,4200000.0,,2015.0,Medium
2306,2015-06-10,Burger Singh,Qsr & Online Delivery Portal,,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,4200000.0,Bridge Round,2015.0,Medium
2307,2015-06-10,Welcome Cure,Online Homeopathy Clinic,,Mumbai,Unnamed Media house and HNIs,Private Equity,4200000.0,Pre-Series A,2015.0,Medium
2308,2015-07-10,Schoolguru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,4200000.0,Series A,2015.0,Medium
2309,2015-07-10,Naturally Yours,Organic Food Etailer,,Mumbai,Sanjay Mehta,Seed Funding,4200000.0,,2015.0,Medium
2310,2015-07-10,Gojavas,Delivery & Logistics Service Provider,,Gurgaon,Snapdeal,Private Equity,4200000.0,Strategic Funding (Series C),2015.0,Medium
2311,2015-07-10,Scandid,Product Discovery & Comparison App,,Pune,Micromax Informatics,Private Equity,4200000.0,Strategic Funding,2015.0,Medium
2312,2015-07-10,Stalkbuylove,Online Apparels Fashion Brand,,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,4200000.0,Series A,2015.0,Medium
2313,2015-08-10,Zupermeal,Home Cooked Food Marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,4200000.0,Series A,2015.0,Medium
2314,2015-08-10,Cube26,Gesture Based Mobile Development,,New Delhi,"Tiger Global Management, Flipkart",Private Equity,4200000.0,Series A,2015.0,Medium
2315,2015-08-10,Mobikon,Hotel Mobile Crm Software Platform,,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,4200000.0,Series B,2015.0,Medium
2316,2015-08-10,Grabhouse,Rental Accommodation Search Platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,4200000.0,Series B,2015.0,Medium
2317,2015-08-10,Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,4200000.0,,2015.0,Medium
2318,2015-09-10,Stockroom.Io,Developer Portfolio Showcase Platform,,Hyderabad,Undisclosed Investors,Seed Funding,4200000.0,,2015.0,Medium
2319,2015-09-10,Curofy,Doctors Network Mobile App,,New Delhi,RoundGlass Partners,Private Equity,4200000.0,Pre-Series A,2015.0,Medium
2320,2015-09-10,Cloud Lending,End-To-End Lending Platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,4200000.0,Series A,2015.0,Medium
2321,2015-09-10,Inayo,On-Demand Healthcare Marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,4200000.0,,2015.0,Medium
2322,2015-09-10,Wonobo,360-Degree View Creating Platform,,Bangalore,Quikr,Private Equity,4200000.0,Strategic Funding,2015.0,Medium
2323,2015-09-10,Kulzy,Advertising & Marketing Community Networking Platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,4200000.0,,2015.0,Medium
2324,2015-09-10,Zeppery,Food Ordering & Delivery App,,New Delhi,Suyash Sharma,Seed Funding,4200000.0,,2015.0,Medium
2325,2015-12-10,Zify,Ride Sharing Platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,4200000.0,,2015.0,Medium
2326,2015-12-10,Faircent,Online P2P Lending Marketplace,,Gurgaon,Aarin Capital Partners,Private Equity,4200000.0,Series A,2015.0,Medium
2327,2015-12-10,Bizongo,B2B Marketplace For Industrial Goods,,Mumbai,Accel Partners,Seed Funding,4200000.0,,2015.0,Medium
2328,2015-12-10,Gridle,Cloud Based Collaboration Platform,,Ahmedabad,LetsVenture,Seed Funding,4200000.0,,2015.0,Medium
2329,2015-12-10,Tripoto,Global Community For Travellers,,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,4200000.0,Series A,2015.0,Medium
2330,2015-12-10,Mubble,Prepaid Bill Manager App,,Bangalore,Accel Partners,Private Equity,4200000.0,Series A,2015.0,Medium
2331,,Voodoo,Mobile Only Shopping Assistant,,New Delhi,SAIF Partners,Seed Funding,4200000.0,,,Medium
2332,,Lookup,Mobile Messaging Assistant App,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,4200000.0,Series A,,Medium
2333,,Askmygift,Personalized Wish List Creator App,,Noida,Turning Ideas,Seed Funding,4200000.0,,,Medium
2334,,Gaana.Com,Music Streaming Mobile App,,Mumbai,Micromax Informatics Ltd,Private Equity,4200000.0,Strategic Funding,,Medium
2335,,Zappfresh,Raw Meat & Ready To Eat Food Etailer,,Gurgaon,Undisclosed Investors,Seed Funding,4200000.0,,,Medium
2336,,Gymtrekker,Gym Discovery Platform,,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,4200000.0,,,Medium
2337,,Bounty App,Online Purchase Rewards App,,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,4200000.0,,,Medium
2338,,Homers.In,Home Rental Platform,,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,4200000.0,,,Medium
2339,,Mshipper,Crowdsourced Delivery Platform,,New Delhi,Vijai Laxmi,Seed Funding,4200000.0,,,Medium
2340,,Bolrealty,Real Estate Insights Platform,,New Delhi,Manpreet Singh,Seed Funding,4200000.0,,,Medium
2341,,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private Equity,4200000.0,Series A,,Medium
2342,,Letsventure,Startup Funding Marketplace,,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,4200000.0,Series A,,Medium
2343,,Citrus Payment,Payments Solution Platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,4200000.0,Series C,,Medium
2344,,Holidify,Travel Destination Discovery Platform,,New Delhi,Aarti Group,Seed Funding,4200000.0,,,Medium
2345,,Primaseller,Order Fulfillment Saas Platform,,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,4200000.0,,,Medium
2346,,Opinio,Last Mile Delivery Service,,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,4200000.0,Series A,,Medium
2347,,Attune Technologies,Healthcare It Solutions & Services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,4200000.0,Series B,,Medium
2348,,Ichef.In,Gourmet Meals Delivery,,Mumbai,Springboard Ventures,Private Equity,4200000.0,,,Medium
2349,,Jiyo Natural,Healthy Meals Food Delivery Platform,,Bangalore,Indian Angel Network,Seed Funding,4200000.0,,,Medium
2350,,Agentdesks,Real Estate Mobile Crm,,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,4200000.0,,,Medium
2351,,White Owl Brewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,4200000.0,Series A,,Medium
2352,,Mealhopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,4200000.0,,,Medium
2353,,Zenify.In,Residential Rental Management Platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,4200000.0,,,Medium
2354,,Stockal,Personalized Stock Intelligence Platform,,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,4200000.0,,,Medium
2355,,Medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed Funding,4200000.0,Bridge Round,,Medium
2356,,Leaping Caravan,Online Food Ordering & Delivery Service,,Gurgaon,Group of Angel investors,Seed Funding,4200000.0,,,Medium
2357,,Frsh,Online Food Ordering & Delivery Service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,4200000.0,Bridge Round,,Medium
2358,,Qik Stay,Hotel Aggregator & Booking Platform,,New Delhi,ID Enablers Pvt Ltd,Seed Funding,4200000.0,,,Medium
2359,,Parcelled,Online Logistics Platform,,Bangalore,Delhivery,Private Equity,4200000.0,,,Medium
2360,,Almamapper,Online Student & Campus Social Networking Platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,4200000.0,,,Medium
2361,,Flexing It,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed Funding,4200000.0,,,Medium
2362,,Netmeds.Com,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,4200000.0,Series A,,Medium
2363,,Razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,4200000.0,Series A,,Medium
2364,,Jombay,Psychometric Test Online Software,,Pune,Ventureworks India,Private Equity,4200000.0,,,Medium
2365,,Happitoo,Location Based Nightlife Recommendation\\Xc2\\Xa0 Platform,,Mumbai,Unnamed investor,Seed Funding,4200000.0,,,Medium
2366,,Care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed Funding,4200000.0,,,Medium
2367,,Roadrunnr,Hyperlocal Logistics Service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,4200000.0,Series B,,Medium
2368,,Simpli5D,Online User Engagement Platform,,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,4200000.0,Bridge Funding,,Medium
2369,,Origa Leasing,Asset Financing Platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,4200000.0,,,Medium
2370,,Smartivity.In,Virtual Reality Activity Based Learning Platform,,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,4200000.0,,,Medium
2371,,Urdoorstep,Online Grocery Store,,Bangalore,Jupiter Capital,Private Equity,4200000.0,Series A,,Medium
2372,,Tavaga,Investment Management Platform,,Mumbai,Tracxn Syndicate,Seed Funding,4200000.0,,,Medium
2373,,Moglix,Industrial Toons Marketplace,,Noida,"Accel Partner, Jungle Ventures",Private Equity,4200000.0,pre-Series A,,Medium
2374,,Zophop,Public Commute Helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,4200000.0,,,Medium
2375,,Niki.Ai,Artificial Intelligence Ecommerce Chatbot,,Bangalore,Unilazer Ventures,Seed Funding,4200000.0,,,Medium
2376,,Instavans,Truck Aggregator & Logistics Service,,Bangalore,Suresh Vaswani,Seed Funding,4200000.0,,,Medium
2377,,Lifto,Ridesharing Mobile App,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,4200000.0,,,Medium
2378,,Tinyowl,Food Discovery & Delivery Mobile App,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,4200000.0,Series B,,Medium
2379,,Toppr.Com,Competitive Exam Learning Platform,,Mumbai,InnoVen Capital,Private Equity,4200000.0,Series C,,Medium
2380,,Kleeto,Document Digitization Platform,,Gurgaon,GREX,Seed Funding,4200000.0,pre-Series A,,Medium
2381,,Beaconstalk,Proximity Marketing & Mobile Advertising Platform,,Mumbai,Puneet Bhatia & others,Seed Funding,4200000.0,,,Medium
2382,,Jugnoo,Autorickshaw Aggregator & Booking Platform,,Chandigarh,Paytm,Private Equity,4200000.0,Series B,,Medium
2383,2015-01-09,Toflo,Fintech Startup Incubation Platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,4200000.0,,2015.0,Medium
2384,2015-01-09,Fxmartindia,Payment Services Platform,,Chandigarh,Flipkart,Private Equity,4200000.0,Strategic Investment (Majority Stake),2015.0,Medium
2385,2015-01-09,Stylecracker,Personalized Styling Platform,,Mumbai,Group of HNI investors,Private Equity,4200000.0,Series A,2015.0,Medium
2386,2015-01-09,Luxuryhues,Luxury Goods\\Xc2\\Xa0 Shopping Platform,,Gurgaon,Reliance Capital,Private Equity,4200000.0,Series A,2015.0,Medium
2387,2015-02-09,Holachef,Food Delivery Platform,,Mumbai,Ratan Tata,Private Equity,4200000.0,Part of Series A raised in June 2015,2015.0,Medium
2388,2015-02-09,Zivame,Online Lingerie Marketplace,,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,4200000.0,Series C,2015.0,Medium
2389,2015-02-09,Capillary Tech,Cloud Software Solutions,,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,4200000.0,Series D,2015.0,Medium
2390,2015-03-09,Jobspire,Job Search Platform,,Bangalore,Purvi Capital,Seed Funding,4200000.0,,2015.0,Medium
2391,2015-03-09,Meradoctor,Doctor Consultancy Mobile App,,Mumbai,India Quotient & other investors,Seed Funding,4200000.0,,2015.0,Medium
2392,2015-03-09,Vistaar Finance,Small Business Financing (Nbfc),,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,4200000.0,,2015.0,Medium
2393,2015-03-09,Hijinny,Beauty & Wellness Services Marketplace,,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,4200000.0,,2015.0,Medium
2394,2015-04-09,Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,4200000.0,,2015.0,Medium
2395,2015-04-09,Blubox,Ecommerce Brands\\Xe2\\X80\\X99 Full Service Agency,,Mumbai,Ashish Jhalani,Seed Funding,4200000.0,,2015.0,Medium
2396,2015-04-09,Roomcentral,Cloud-Based Hotel Booking Platform,,Bangalore,Karanpal Singh,Seed Funding,4200000.0,,2015.0,Medium
2397,2015-07-09,Youthkiawaaz,Community Driven News/Views Platform,,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,4200000.0,,2015.0,Medium
2398,2015-07-09,Prozo,Study Material Marketplace,,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,4200000.0,,2015.0,Medium
2399,2015-07-09,Zomato,Restaurant Ratings & Reviews Platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,4200000.0,Late Stage,2015.0,Medium
2400,2015-07-09,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private Equity,4200000.0,Series A,2015.0,Medium
2401,2015-08-09,Mockbank,Government Test Preparation Platform,,Bangalore,Blume Ventures,Seed Funding,4200000.0,,2015.0,Medium
